id,lastname,firstname,first_g,last_g
bucku901,Buckley,,19480705,19480705
buelc101,Buelow,Charlie,19010706,19010706
buelf101,Buelow,Fritz,19060716,19060716
buntw901,Buntyn,West,19390801,19450415
burgu901,Burgin,,19380515,19380515
burkk101,Burkhart,Ken,19570416,19730930
burnu902,Burnett,,19480506,19480519
burtu901,Burton,,19210905,19211015
bushg901,Bush,Garnet,19110920,19140615
buthu901,Buthey,,19281013,19281013
byerb101,Byers,Bill,19301012,19301026
byrnj902,Byrne,Jon,20140516,20140928
byrol901,Byron,Lord,19130410,19190927
bywau901,Bywatter,,19440711,19440711
cabeg901,Cabelof,George,19460702,19470625
cabel901,Cabelof,Leo,19430719,19470625
cainu901,Cain,,19380628,19380628
caldu901,Caldwell,,19361001,19361001
calln101,Callahan,Nixey,19010707,19010707
campa902,Campos,Angel,20070503,20140914
campb901,Campbell,Bick,19280410,19400929
campb902,Campbell,Bob,19790412,19790502
campf901,Campagna,Frank,19790413,19841006
campr901,Campbell,Ray,19490718,19490718
canau901,Canale,,19490726,19490726
cantj801,Cantillon,Joe,19010426,19020825
caraj901,Caraco,Joe,19950426,19950502
carav901,Carapazza,Vic,20100409,20241019
carlm901,Carlson,Mark,19990611,20241030
carmu901,Carmona,,19351026,19351026
carnr901,Carney,Red,19240612,19240612
carnu901,Carnicella,,19320930,19320930
carpb901,Carpenter,Bill,19040414,19071005
carpu901,Carpenter,,19470502,19470526
carrh901,Carrigan,Sam,19610411,19641004
carrj901,Carroll,Jack,19251025,19251101
carsk102,Carsey,Kid,19010710,19010710
cartu901,Carter,,19400616,19400616
carub101,Caruthers,Bob,19020423,19030704
caseu901,Casey,,19370427,19370427
cashd901,Cashion,Dim,19261011,19261011
casoj101,Cason,John,19410526,19410526
casou901,Cason,,19390625,19460603
cassf901,Cassese,Frank,19610820,19610820
causk901,Causey,Kevin,20060902,20090913
cavau901,Cavanaugh,,19301005,19301005
caved901,Cavenaugh,Dick,19790405,19841003
cavou901,Cavos,,19380724,19380724
cedeg901,Cederstrom,Gary,19890602,20191030
cejan901,Ceja,Nestor,20200814,20241002
cennu901,Cenni,,19480827,19480827
chadc101,Chadbourne,Chet,19301029,19331225
chalm901,Challower,Mark,19440827,19460428
chanf101,Chance,Frank,19020718,19020718
charo101,Charleston,Oscar,19440507,19470902
charu901,Charleston,,19361001,19361001
chilo901,Chill,Ollie,19140414,19260920
chilu901,Childs,,19430628,19430628
chiru901,Chirhart,,19470728,19470728
chriu901,Christmas,,19430510,19430702
chriu902,Christian,,19370514,19370514
chyln901,Chylak,Nestor,19540413,19780722
clara901,Clark,Al,19760409,20010613
clara902,Clarke,Alvin,19380403,19380403
clarb901,Clarke,Bob,19300415,19310816
claru901,Clarke,,19410805,19460610
claru902,Clary,,19430712,19430712
clauu901,Claus,,19410805,19410808
clayu901,Clayton,,19390719,19390721
cleap901,Cleague,Pete,19380501,19430815
clegd901,Clegg,Dick,19790415,19790518
clemb901,Clement,Curly,19780825,19790405
clemp901,Clemons,Paul,20200819,20240926
cobld901,Coble,Drew,19820608,19990703
cockg901,Cockill,George,19150529,19151007
cockp101,Cockrell,Phil,19370515,19480809
coglu901,Coglizer,,19370831,19370831
cohea901,Cohen,Al,19760521,19760522
coheu901,Cohen,,19380822,19440913
cokeu901,Coker,,19370527,19370625
colbu902,Colby,,19460723,19460813
coleu901,Cole,,19441015,19441015
coleu902,Coles,,19480709,19480709
colgh901,Colgan,Harry,19010418,19010817
collh101,Colliflower,Harry,19100805,19100920
collu901,Collins,,19450506,19470811
colod901,Colon,Delfin,20080728,20090927
colon901,Colosi,Nick,19680915,19821003
compc901,Compton,Craig,19950427,19950502
condu901,Condon,,19260919,19260919
conlj102,Conlan,Jocko,19241020,19650606
connp901,Connors,Pat,19980511,19980824
connt901,Connolly,Tommy,19010424,19320731
connt902,Connor,Tom,19050629,19060719
connu901,Conn,Jack,19790412,19790412
connu903,Connolly,,19290606,19300705
conrc901,Conroy,Chris,20100929,20240929
conrh901,Conrad,Harry,19441011,19441011
conru901,Conroy,,19450812,19490710
conta901,Contant,Alan,19780825,19790513
conwj901,Conway,John,19060412,19061004
cookr901,Cook,Rob,19990903,20000903
coolu901,Cooley,,19390424,19390424
coonj101,Cooney,Johnny,19410628,19410628
coont901,Cooney,Terry,19740927,19920919
coope901,Cooper,Eric,19960617,20191007
coopu901,Cooper,,19270730,19460725
coplu901,Coplan,,19400906,19400913
corct101,Corcoran,Tommy,19150501,19150819
cordi901,Cordes,Ike,19490604,19490810
cornu901,Cornelius,,19390419,19390419
cossd901,Cossey,Doug,19780825,19841005
costp901,Costello,Perry,19950501,19950502
costu901,Costello,,19241011,19250927
cotee901,Cote,Emilien,19790414,19790425
cottu901,Cottman,,19490916,19490918
cougb101,Coughlin,Bill,19040908,19040910
coulu901,Coulter,,19390714,19390714
cousd901,Cousins,Derryl,19790406,20120909
cox-s901,Cox,Steve,19341023,19341023
craft901,Craft,Terry,19870527,20060418
craij901,Craig,John,19300719,19460726
craiu901,Crain,,19410808,19410808
crawj901,Crawford,Jerry,19760515,20101009
crawj902,Crawford,John,19410511,19480818
craws901,Crawford,Shag,19560417,19750928
creeu901,Creelin,,19410913,19410913
crisr901,Christal,Randy,19841002,19841005
crolf101,Crolius,Fred,19010720,19010720
cromu901,Cromwell,,19240803,19470606
cronj102,Cronin,Jack,19010905,19021004
croou901,Crooks,,19470615,19500820
crosm101,Cross,Monte,19140414,19141010
crosu901,Crossland,,19480811,19490705
crosu902,Cross,,19430621,19430621
crumj101,Crump,James,19341002,19420618
cubau901,Cuban,,19470629,19470629
culbf901,Culbreth,Fieldin,19930813,20211003
culld101,Culler,Dick,19470710,19470710
cummc901,Cummings,Chick,19310617,19310617
cunej901,Cuneo,Jim,19780825,19790516
cunnb103,Cunningham,Bert,19010524,19010721
cunnu901,Cunningham,,19430507,19440417
curru901,Curran,,19410830,19410830
curru902,Curry,,19380710,19380710
cusas901,Cusack,Steve,19090415,19160828
cusau901,Cusack,,19210509,19210509
cuzzp901,Cuzzi,Phil,19910604,20241002
dageu901,Dagenfield,,19400602,19400602
dahmu901,Dahman,,19261003,19261003
dalej901,Dale,Jerry,19700925,19850914
daleu901,Daley,,19331006,19331006
dalru901,Dalrymple,,19420512,19420902
dalyt101,Daly,Tom,19011005,19011005
danlk901,Danley,Kerwin,19920612,20210829
darlg901,Darling,Gary,19860420,20131010
darnu901,Darnell,,19361004,19361004
dascf901,Dascoli,Frank,19480704,19610809
daugu901,Daugherty,,19480518,19480518
davib901,Davis,Bill,19950426,19950502
davib902,Davidson,Bob,19820531,20161002
davib903,Davis,Bob,19790511,19790518
david901,Davidson,Dale,19790502,19790516
davig901,Davis,Gerry,19820609,20211003
davis901,Davidson,Satch,19690408,19840512
daviu901,Davis,,19341017,19370606
dawsu901,Dawson,,19281008,19281008
day-u901,Day,,19370508,19370509
decku901,Decker,,19370620,19370620
decuu901,Decuir,,19390917,19390917
deegb901,Deegan,Bill,19701003,19950502
deemh901,Deem,Harry,19440711,19440711
deflp901,DeFlesco,Pete,19910408,19910408
dehaf901,DeHaney,Frank,19451003,19481025
dejer901,De Jesus,Ramon,20160422,20241012
delld901,Dellinger,Dusty,20050704,20070603
delmv901,Delmore,Vic,19560417,19590927
dempu901,Dempsey,,19460812,19460812
demud901,DeMuth,Dana,19830603,20190712
denis901,Deniston,Shan,19780825,19780825
denkd901,Denkinger,Don,19690408,19980602
dennr901,Denny,Richard,19841003,19841003
derou901,DeRose,,19370629,19370629
derrd901,Derr,Doll,19230417,19251010
deusu901,Deuschle,,19480722,19480722
devoj102,Devoe,Josh,19341014,19410511
deweu901,Dewey,Lewellyn,19390831,19470708
dezef901,Dezelan,Frank,19660923,19701001
diazl901,Diaz,Laz,19950623,20240930
dicku901,Dickinson,,19421018,19421018
dierr901,Dierking,Roger,19780825,19780825
dimul901,DiMuro,Lou,19630410,19820606
dimum901,DiMuro,Mike,19970731,20180708
dimur901,DiMuro,Ray,19960528,19980830
dinnb101,Dinneen,Bill,19070915,19371003
disau901,DiSantis,,19370901,19370909
dixoh901,Dixon,Hal,19530414,19591008
dixor101,Dixon,Rap,19400518,19400915
dixou901,Dixon,,19390419,19480527
donaa901,Donatelli,Augie,19500418,19731021
donab901,Donaldson,Billy,19230805,19420920
donar101,Donahue,Red,19030925,19060922
donlm101,Donlin,Mike,19180722,19180722
donnc901,Donnelly,Charles,19310420,19350929
donnu901,Donnelly,,19320930,19320930
donob101,Donovan,Bill,19020802,19060831
donom901,Donohue,Michael,19300415,19300917
donou901,Donohue,,19480708,19480818
dooir101,Dooin,Red,19040726,19040726
doolt901,Doolan,Tim,19241003,19241006
dorcu901,Dorchick,,19480614,19480614
dougd901,Dougherty,Dan,19261011,19281010
dougk101,Douglass,Klondike,19030610,19030610
dougu901,Douglas,,19470821,19470905
dowda901,Dowdy,Adam,20020618,20070930
downu901,Downing,,19410830,19410830
doylj103,Doyle,Jack,19110412,19110601
doylj901,Doyle,Joe,19380426,19490509
drakr901,Drake,Rob,19990903,20241008
draku901,Drake,,19300831,19300831
drecb901,Dreckman,Bruce,19960405,20240928
drekr901,Dreke,Roy,19790404,19790412
dresa901,Dresser,Al,19950429,19950429
drewu901,Drews,,19440904,19440904
drill101,Drill,Lew,19030706,19040909
drisj901,Driscoll,Joe,19780825,19780825
drumc901,Drummond,Cal,19600418,19690610
drumj901,Drumgoole,Jim,19450513,19490821
drumu901,Drummond,,19480808,19480808
druru901,Drury,,19470527,19470615
dudlu901,Dudley,,19460628,19480822
duffj901,Duffy,Jim,19510417,19530927
duffu901,Duffy,,19271009,19281007
duhlu901,Duhlstein,,19371005,19371005
duncf102,Duncan,Frank,19461007,19490918
duncr901,Duncan,Dennis,19950426,19980403
duncu901,Duncan,,19370913,19370913
dunnj901,Dunne,Jim,19780825,19790408
dunnt901,Dunn,Tom,19390627,19460929
durfp901,Durfee,Peter,20050918,20050929
duveu901,Duver,,19390707,19390728
dwyef101,Dwyer,Frank,19010420,19041008
easlh901,Easley,Harold,19790405,19790502
easom101,Eason,Mal,19020725,19170723
eckmu901,Eckman,,19210508,19210509
eddid901,Eddings,Doug,19980816,20241030
eddij901,Eddinger,Jerry,19130730,19130731
edwal901,Edwards,Larry,19780825,19780825
edwau901,Edwards,,19380822,19380822
eganr101,Egan,Jack,19030820,19141007
eldrc901,Eldridge,Clarence,19140624,19150527
elfoa901,Elford,Art,19440710,19440710
elkiu901,Elkins,,19461010,19461010
emmep901,Emmel,Paul,19990731,20230521
emslb101,Emslie,Bob,19010419,19240928
engeb901,Engel,Bob,19650820,19900424
engeb902,Engeln,Bill,19520523,19560930
engll101,English,Louis,19390421,19390421
eoffu901,Eoff,,19410520,19410520
eraau901,Eraat,,19320927,19320927
esheg901,Eshelman,George,19790404,19790520
esheu901,Eshelman,,19480712,19490622
estam901,Estabrook,Mike,20060507,20241019
estej901,Estes,Jimmy,19451003,19481025
evanb901,Evans,Billy,19060414,19271001
evanj901,Evans,Jim,19710909,19990829
evanj902,Evans,Jeff,19910408,19910408
evanu901,Evans,,19211010,19480510
everm901,Everitt,Mike,19960620,20191019
evilu901,Evilsizor,,19430518,19430702
fagac901,Fagan,Clint,20110627,20170730
fairc901,Fairchild,Chad,20040930,20241029
fairu901,Fair,Paul,19371010,19410420
fambu901,Fambro,,19440720,19470925
farlu901,Farland,,19451009,19451009
farmm901,Farmer,Mike,19790508,19790510
farnh901,Farnsworth,Harry,19790408,19790517
farrd102,Farrell,Duke,19010629,19020525
feasd901,Feaser,Dick,19790412,19790516
feige901,Feigert,E.,19450813,19450813
fergc102,Ferguson,Charlie,19130411,19140512
fergt901,Ferguson,Tom,19261024,19261219
fernu901,Fernandez,,19480425,19480523
ferru901,Ferry,,19460603,19460603
fichm901,Fichter,Mike,19991001,20050907
fickj901,Fick,Jerry,19780825,19790429
fiela901,Fields,Art,19430829,19440916
fiels901,Fields,Steve,19790406,19810920
fielu901,Fieldcamp,,19470417,19470708
filcu901,Filchia,,19400602,19400602
fincu901,Finch,,19490911,19490911
finku901,Fink,,19370806,19380718
finnu901,Finney,,19210430,19210430
finnw901,Finneran,Bill,19110412,19230930
fiora901,Fioresi,Al,19451021,19451021
fishf901,Fisher,Frank,19790413,19841006
fishu901,Fisher,,19450801,19490721
fishu902,Fishel,,19450614,19450614
fishu903,Fish,,19380814,19380814
fitzf101,Fitzsimmons,Freddie,19410628,19410628
fitzm901,Fitzpatrick,Mike,19790407,19790516
fitzu901,Fitzpatrick,,19371011,19440914
flahp101,Flaherty,Patsy,19030708,19070829
flahr901,Flaherty,Red,19530723,19730930
fleeu901,Fleet,,19480510,19480510
flemt901,Fleming,Tom,19790410,19790410
fleta901,Fletcher,Andy,19990824,20241030
florj901,Floras,John,19910408,19950502
floyu901,Floyd,,19390427,19420614
flynu901,Flynn,,19390925,19390925
follb901,Follmer,Bill,19790507,19790516
fonvu901,Fonville,,19470802,19480515
forbf901,Forbes,Frank,19340909,19430908
forcb101,Force,Bill,19410526,19410526
fordd901,Ford,Dale,19750829,19990718
fordu901,Ford,,19291017,19481107
fordu902,Ford,,19370831,19370831
fordw901,Ford,Wade,19950426,19950502
foref101,Foreman,Frank,19010907,19010907
foreu901,Forest,,19441015,19441015
forma901,Forman,Al,19610411,19790408
formu901,Formoso,,19470510,19470510
fostm901,Foster,Marty,19960910,20220816
fostu901,Foster,,19210710,19210710
fourj101,Fournier,Jack,19211010,19211010
fowlg901,Fowler,Gene,19790501,19790501
fowlw901,Fowler,Wheeler,19780825,19780826
framu901,Frambaugh,,19430826,19430826
frana901,Frantz,Art,19690408,19770810
franu901,Frank,,19291006,19301019
frarr901,Frary,Ralph,19110628,19110814
fredu901,Frederick,,19380414,19380414
freeb102,Freeman,Buck,19241003,19251004
freeb901,Freels,Bob,19790430,19790513
freet901,Freese,Todd,19950426,19950502
frieb103,Friel,Bill,19200616,19200812
fries901,Friend,Steve,19490801,19490801
froeb901,Froemming,Bruce,19710406,20071008
froeg901,Froese,Grover,19520427,19530927
frosu901,Frosch,,19370921,19420630
fry-c901,Fry,Chubby,19470712,19470712
fuchl901,Fuchs,Lester,19780825,19790408
fugej901,Fugere,Joseph,19980403,19980403
fullt901,Fullwood,Troy,20040429,20070611
fullu901,Fuller,,19440521,19480509
funau901,Funaltar,,19470831,19470831
funnt901,Funneman,Tyler,20110617,20110617
fyfel901,Fyfe,Lu,19150410,19261014
gainu901,Gaines,,19370426,19370426
galll901,Gallagher,Larry,19790503,19790513
gambe901,Gamblee,Ellsworth,19330723,19330723
gambu901,Gamber,,19490608,19490608
gannu901,Gannon,,19281010,19281010
gansj101,Gans,Judy,19290901,19351012
ganzc101,Ganzel,Charlie,19010914,19010914
garcr901,Garcia,Rich,19750408,19990830
gardu101,Gardner,Simmie,19510812,19520817
garmj901,Garman,Jim,19950426,19950430
garrr901,Garrett,R.W.,19510812,19540822
gaugu901,Gaughan,,19380914,19390727
geish901,Geisel,Harry,19250414,19420627
geore901,George,Ed,19790407,19790407
germd901,German,Dugan,19430629,19430719
getzu901,Getzett,,19210606,19210606
gholb901,Gholston,Bert,19230805,19450712
giarb901,Giard,Bob,19780825,19780825
gibbb901,Gibbons,Brian,19940617,19990830
gibbu901,Gibbs,,19370902,19370902
gibsg901,Gibson,Greg,19970614,20220530
gibsh902,Gibson,Tripp,20130708,20241011
gibsu901,Gibson,,19410626,19410626
giddu901,Giddon,,19390801,19390801
gilbu901,Gilbert,,19351012,19430729
gillu901,Gill,,19400602,19440714
gisot901,Gisondi,Tony,19910408,19910408
giveu901,Givens,,19271008,19271008
glasu901,Glascow,,19440715,19450822
glovu901,Glovewell,,19390827,19390827
goece901,Goeckel,Ed,19130727,19241020
goehu901,Goehler,,19300821,19300822
goetl901,Goetz,Larry,19360414,19560930
goetr901,Goetz,Russ,19680410,19830922
goetu901,Goetz,,19271029,19271029
goldu901,Goldman,,19401001,19401004
goldu902,Golden,,19341017,19341017
gonzm901,Gonzalez,Manny,20100517,20240929
goodg901,Goodall,George,19390513,19420807
goodu901,Goodside,,19400610,19400610
goodw901,Goodman,W.,19210424,19470730
goolu901,Goolsby,,19480822,19480822
gorea901,Gore,Artie,19470415,19560930
goreu901,Gore,,19370722,19370722
gormb901,Gorman,Brian,19910424,20210930
gormt101,Gorman,Tom,19510911,19770904
gosnj901,Gosney,Jeff,20140412,20150709
gossu901,Goss,,19410712,19410808
gradm101,Grady,Mike,19010626,19010626
grahs901,Graham,Scott,19910408,20040723
grahu901,Graham,,19490801,19490809
granu901,Granger,,19490801,19490809
grays901,Gray,S.,19480611,19480611
grayu901,Gray,,19420424,19420424
greee901,Greenfield,Eggie,19430617,19480704
greep901,Green,Perry,19390919,19390919
greeu901,Greenwald,,19270920,19271004
greeu902,Green,,19350929,19500820
grege901,Gregg,Eric,19760921,19990829
gresu901,Greschaj,,19400726,19400726
grieb901,Grieve,Bill,19380419,19550925
grifc101,Griffith,Clark,19030929,19030929
grimb901,Grimmer,Bob,19440822,19440822
grimj901,Grimsley,John,19701003,19701003
grimu901,Grimes,,19420524,19420524
grins901,Grinder,Scott,19830604,19860804
groeu901,Groesch,,19470610,19470610
grofu901,Groff,,19460826,19460826
groob101,Groom,Bob,19140912,19140912
groor901,Grooms,Roger,19790404,19790519
grubu901,Grubb,,19410808,19410808
grulr901,Grulkowski,Ray,19490831,19490831
grygg901,Grygiel,George,19701003,19701003
guccc901,Guccione,Chris,20000425,20240929
gucke901,Guckert,Elmer,19760521,19760521
gugla901,Guglielmo,Augie,19520415,19520928
gunnu901,Gunning,,19460509,19460725
gustd901,Gustafson,Dave,19780825,19780825
guthb901,Guthrie,Bill,19130412,19320925
gutzu901,Gutzeit,O.,19220627,19300922
haasu901,Haas,,19440913,19440913
hadrm901,Hadry,Merrill,19790412,19790513
hafnb901,Hafner,Bill,19790503,19790513
hageu901,Hagenbuch,,19261006,19261008
haggu901,Haggerty,,19370521,19370521
haleu901,Haley,,19490618,19490618
hallb101,Hallman,Bill,19030801,19030825
hallb901,Haller,Bill,19610914,19821020
hallt901,Hallion,Tom,19850610,20221005
hallu901,Hall,,19280729,19280729
hamaa901,Hamari,Adam,20130625,20241010
hameu901,Hametz,,19470924,19470924
hamir901,Hamil,Ray,19790509,19790515
hanat901,Hanahan,Tom,20230609,20240925
hannu901,Hannibal,,19370508,19430704
hansh901,Hansen,Howard,19780825,19790517
hansu901,Hanstein,,19400614,19400614
hantb901,Hantak,Bob,19790407,19790410
hardu901,Harden,,19430628,19430628
harra901,Harris,Arthur,19371010,19371010
harrb117,Harris,Bill,19450512,19480707
harrb901,Harris,Bill,19370711,19440801
harrj102,Harris,Joe,19060823,19060823
harrl901,Harris,Lanny,19790405,19850901
harrm103,Harris,Mo,19320928,19480919
harrp901,Harrison,Pete,19160412,19201003
harru901,Harrison,,19380413,19420908
harrv901,Harris,Vance,19950426,19950502
harrw102,Harris,Win,19340704,19420910
hartb106,Hart,Bill,19010901,19170729
hartb901,Hart,Bob,19120411,19291006
hartg102,Hartley,Grover,19350729,19350729
hartu901,Hartzell,,19480418,19480511
hartu902,Hartley,,19220726,19220726
harvd901,Harvey,Doug,19620410,19921004
harvr901,Harvey,Randy,19910408,19950502
harvu901,Harvey,B. T.,19370725,19400902
haskj901,Haskell,Jack,19010426,19010928
hassj901,Hassett,James,19030420,19030914
hawku901,Hawkins,,19490623,19490623
haydu901,Hayden,,19361002,19370527
hayef101,Hayes,Frankie,19461007,19461007
hayeg901,Hayes,Gerald,19251001,19470730
haywu901,Haywood,,19450804,19450804
healu901,Heald,,19410714,19410812
hechm901,Hecht,Marvin,19790429,19790429
heckg101,Hecker,Guy,19331005,19331005
heidj901,Heidig,John,19420708,19420731
heitd901,Heitzer,Dick,19790410,19790508
helmu901,Helmick,,19271007,19271007
hende901,Hendee,Ed,19430804,19440710
hendt901,Hendry,Ted,19770619,19990418
henlb101,Henline,Butch,19450417,19481003
henrb901,Henry,Bill,19790430,19790624
henrj901,Henrichs,Jeff,19930809,19950502
hergu901,Hergert,,19390727,19470924
hermu901,Herman,,19470604,19470604
herna901,Hernandez,Angel,19910523,20240509
hernb901,Hernandez,Bob,19950426,19950430
hernf901,Herndon,Fred,19930614,19930614
hessu901,Hess,,19341028,19431024
hickc101,Hickman,Charlie,19070429,19070429
hicke901,Hickox,Ed,19900516,20220807
higbu901,Higbie,,19440503,19440720
higgj901,Higgins,John,19910408,19950502
higgs901,Higgins,Scott,20000423,20030709
hildg101,Hildebrand,George,19130410,19340923
hillu901,Hillaker,,19460822,19470612
hilsr901,Hilson,Rocky,19410810,19470601
hirsj901,Hirschbeck,John,19830506,20161102
hirsm901,Hirschbeck,Mark,19870619,20030415
hobep901,Hoberg,Pat,20140331,20230917
hodgm901,Hodges,Morris,19990903,20010520
hoffa901,Hoffman,Artie,19420708,19420731
hohnb901,Hohn,Bill,19870529,20101003
holbs901,Holbrook,Sam,19960626,20211011
holdu901,Holder,,19460707,19460707
hollb103,Holliday,Bug,19030422,19030710
hollc103,Holloway,Crush,19420617,19430923
hollh901,Holland,Harry,19300419,19460709
hollm901,Hollowell,Matt,20000814,20040930
hollu902,Holloway,,19410727,19470520
hollu903,Hollingsworth,,19490824,19490824
holmd102,Holmes,Ducky,19210918,19240927
holom901,Holoka,Mike,19910408,19950502
holzu901,Holzbach,,19460829,19460829
homob901,Homolka,Bob,19950426,19950502
honoj901,Honochick,Jim,19490419,19730930
hoodu901,Hood,Guy,19341014,19460604
hooku901,Hooks,,19370606,19370606
hopgu901,Hopgood,,19420615,19420615
hordm901,Hord,Manny,19420716,19490623
horvu901,Horvath,,19370629,19370629
hostp901,Hostetler,Paul,19460515,19460515
howeh101,Howell,Harry,19040910,19150801
howld101,Howley,Dan,19220723,19220723
hoyej901,Hoye,James,20030608,20241009
hubbc901,Hubbard,Cal,19360414,19510930
hubem901,Huber,Mike,19950426,19950501
hubeu901,Huber,Louie,19440808,19470602
hudsm901,Hudson,Marvin,19980729,20241020
huhnu901,Huhn,,19210424,19210424
humpr901,Humphrey,Rich,19830622,19950502
hunth901,Huntington,Hank,19490718,19490718
huntu901,Hunter,,19461012,19470527
huntu902,Huntzinger,,19480606,19490821
hurle901,Hurley,Eddie,19470415,19651014
hurst801,Hurst,Tim,19030807,19090803
hutsr901,Hutson,Ron,19790406,19790517
huysu901,Huyskill,,19430525,19430713
hyath101,Hyatt,Ham,19120820,19120820
iassd901,Iassogna,Dan,19990820,20241019
innou901,Innocenzi,,19370912,19370912
irwia101,Irwin,Arthur,19020807,19021003
ivorb901,Ivory,Bill,19790417,19790422
jackb901,Jackowski,Bill,19520819,19680929
jackc901,Jackson,Charles,19790413,19790413
jackd901,Jackson,Dick,19950426,19950502
jackf101,Jacklitsch,Fred,19010820,19010820
jacku901,Jackson,,19410915,19460728
jacou901,Jacobs,,19460930,19460930
jamej901,James,Johnny,19780825,19790509
jameu901,James,,19410803,19470704
jamic901,Jamison,Caesar,19200711,19300928
janud901,January,Don,19910408,19950502
jaquc901,Jaques,Charlie,19261011,19261011
jeanj901,Jean,James,20240628,20240914
jeffr901,Jeffers,Ron,19790501,19790505
jefft901,Jefferson,T.H.,19500820,19580824
jenkj901,Jenkins,Jeff,19950426,19950502
jenku901,Jenkins,,19210709,19420412
jessu901,Jessup,,19460930,19460930
jimee901,Jimenez,Emil,20230418,20240929
jimee902,Jimenez,Edwin,20230424,20240929
johna901,Johnson,Adrian,20060419,20241011
johna907,Johnson,A.J.,20140412,20151004
johnc901,Johnston,Charles,19360414,19371003
johnj901,Johnstone,Jim,19020423,19151003
johnm901,Johnson,Mark,19790807,19990725
johns901,Johnson,Steamboat,19140426,19141005
johnu901,Johnston,,19460930,19460930
johnu902,Johnson,,19300913,19460505
jonea901,Jones,Austin,20240722,20240915
joneb901,Jones,Bob,19790407,19950502
jonej901,Jones,Jim,19790420,19790517
joner901,Jones,Red,19440418,19491002
joneu901,Jones,,19400602,19470427
jordh901,Jordan,Harold,19841002,19841002
jordl901,Jorda,Lou,19270412,19520807
jordu901,Jordan,,19240903,19460723
jostm901,Jost,Mike,20040513,20040906
joycj901,Joyce,Jim,19870523,20161002
jumph901,Jumper,Howard,19790517,19790517
kahom101,Kahoe,Mike,19050713,19050713
kaisk901,Kaiser,Ken,19770406,19990520
kalll901,Kallis,Leo,19420524,19420524
kanes901,Kane,Steve,19090414,19140608
kapla901,Kaplan,Al,19950426,19950502
karge101,Karger,Ed,19060902,19060902
katzt901,Katzenmeier,Travis,19990809,20010823
kavuj901,Kavulich,Joe,19780825,19790513
keelw101,Keeler,Willie,19100825,19100825
keesu901,Keesey,,19460510,19460510
keilu901,Keill,,19490729,19490729
keisw901,Keister,Wayne,19780825,19790512
kellg901,Kelly,Gene,19790503,19790513
kellj901,Kellogg,Jeff,19910612,20190627
kellk901,Kelley,Kevin,20010528,20050808
kellt901,Kelly,Toss,19050415,19050711
kellu901,Kelly,,19130728,19460717
kellu902,Keller,,19480827,19480827
kellw102,Kellum,Win,19050604,19050604
kempe101,Kemp,Ed,19410504,19430924
kempu901,Kemp,,19380515,19490724
kennc901,Kennedy,Charles,19040818,19040910
kennd101,Kennedy,Doc,19100820,19100820
kentu901,Kent,,19460804,19480617
kerij101,Kerins,Jack,19030914,19030915
kerij901,Kerin,John,19080919,19100827
kessa901,Kessler,Al,19490913,19490913
kiblj901,Kibler,John,19630915,19891001
kiddc901,Kidd,Chester,19460507,19460507
killu901,Killian,,19220816,19220816
kimbs901,Kimball,Shawn,19910408,19910408
kinga901,King,Al,19380403,19380403
kingc901,King,Charles,19040414,19041010
kingu901,King,,19370522,19431107
kinnb901,Kinnamon,Bill,19600908,19690618
kirbk901,Kirby,Ken,19790410,19790426
kirbl901,Kirby,Lawrence,19351009,19380726
kiseu901,Kiseletein,,19281013,19281013
kitsf101,Kitson,Frank,19020729,19020729
kittm101,Kittridge,Malachi,19050918,19060716
kleic101,Klein,Chuck,19420501,19420501
kleig901,Klein,Gus,19910408,19950502
klemb901,Klem,Bill,19050414,19410913
klemj901,Klemm,Justin,20000523,20030921
klinj101,Kling,Johnny,19010831,19010831
knauj901,Knauss,Jim,19910408,19910408
knauu901,Knauf,,19380713,19380725
knigb901,Knight,Brian,20010507,20240626
knigu901,Knight,,19281008,19281008
knudu901,Knudson,,19430720,19440822
knutu901,Knutson,,19450828,19450828
kolll901,Kolls,Lou,19330412,19400929
kolou901,Koloszar,,19370806,19380718
kopsu901,Kopsic,,19420615,19480901
koscg901,Kosc,Greg,19760409,19990901
kovau901,Kovach,,19380613,19380613
krafu901,Kraft,,19370513,19370625
krasu901,Krasevic,,19430618,19430618
kreuu901,Kruetzer,,19490915,19490915
kuhnu901,Kuhns,,19460829,19480901
kulpr901,Kulpa,Ron,19980723,20231001
kunkb101,Kunkel,Bill,19680917,19840828
laceu901,Lacey,,19440611,19480519
lambj901,Lambeth,Jim,19950502,19950502
lambu901,Lambert,,19470608,19480725
lambu902,Lamb,,19440511,19440511
lampi901,Lamplugh,Ian,19990903,20020623
lands901,Landes,Stan,19550413,19721004
langj901,Langden,Joseph,19150808,19150813
lanic901,Lanigan,Charles,19081005,19081007
lapir901,LaPierre,Richard,19790419,19790513
larou901,LaRosa,,19480808,19480912
larso901,Larson,O.,19271010,19271010
lascu901,Lascody,,19370830,19390621
latha101,Latham,Arlie,19020824,19130720
laudb901,Laude,Bill,19780825,19790415
lauzj901,Lauzon,Jacques,19790427,19790501
lawsb901,Lawson,Bill,19790417,19790518
laynj901,Layne,Jerry,19890419,20230709
lazar901,Lazar,Richie,19780825,19790405
leaht101,Leahy,Tom,19010626,19010626
leakh901,Leake,Holis,19281007,19351201
leclu901,LeClerc,,19810810,19810811
lee-s101,Lee,Script,19420419,19430624
